"The FuMP Volume 39: May - June 2013","Various Artists","2013-07-15","FIDIM115","721405579679"
"Short and Meta","Cirque du So What","0000-00-00",,
"Mamas Goin\' Dancing","Mikey Mason","0000-00-00",,
"Titanic Monday","Carrie Dahlby","0000-00-00",,
"Joss Give Me a Season","Insane Ian","0000-00-00",,
"Drew Barrymore\'s Clothes ","Insane Ian","0000-00-00",,
"Dumbledore\'s Army","Steve Goodie","0000-00-00",,
"Grandma\'s House","Bonecage","0000-00-00",,
"I Like (8 Bit) Pie","TV\'s Kyle","0000-00-00",,
"Letter from a Cruise Ship (Hello Mudduh Hello Faddah! 2013)","Power Salad","0000-00-00",,
"Loneliest Male Stripper (In the Mid-Ohio Valley) by Bonecage","Bonecage","0000-00-00",,
"Quantum Entanglement","Glen Raphael","0000-00-00",,
"Text (A Love Song)","Raymond and Scum","0000-00-00",,
"This Is What Happens When You Give Logan a Medley by The FuMP","Various Artists","0000-00-00",,
"Virtual Road Trip","Grottomatic","0000-00-00",,
"Where It\'s At (8-bit Booyah)","TV\'s Kyle","0000-00-00",,
"Suit Up!","Insane Ian","0000-00-00",,
"Aa Battery Controlled Telescopic Knife","Look Left","0000-00-00",,
"All for the Boogie","TV\'s Kyle","0000-00-00",,
"But Moooommmm....","Strange Changes","0000-00-00",,
"Don\'t Sing This Song","Max Degroot","0000-00-00",,
"I Fancy the Pants","Steve Goodie","0000-00-00",,
"If I Were a Girl","Phil Johnson and Roadside Attraction","0000-00-00",,
"Judging You","Mel & El","0000-00-00",,
"Nathan the Predator","Bonecage","0000-00-00",,
"Psycho Slut from Hell","Devo Spice","0000-00-00",,
"Soup Beans and Cornbread (feat. Devo Spice)","Bonecage","0000-00-00",,
"The Road!","Tony Goldmark","0000-00-00",,
"The Tale of King Arthur As Told By a Redneck","Danny Birt","0000-00-00",,
"Two Trucks","Lemon Demon","0000-00-00",,
"Your Father\'s Underwear","Some Guy Called Doug","0000-00-00",,
"The FuMP Volume 40: August - September 2013","Various Artists","2013-09-15","FIDIM116","721405579686"
"Piratz Tavern","Devo Spice","0000-00-00",,
"Mad","Mikey Mason","0000-00-00",,
"You Don\'t Know Jack","Tony Goldmark","0000-00-00",,
"The Cover of the Rolling Stone (v. Boston Bombing Version)","Steve Goodie","0000-00-00",,
"The Guy On TV Is Not Happy","Tony Goldmark","0000-00-00",,
"scoobyThulu","Mikey Mason","0000-00-00",,
"Abby Normal","Sudden Death","0000-00-00",,
"Bran","Sudden Death","0000-00-00",,
"Dead Rappers","Sudden Death","0000-00-00",,
"Dead Rubber Chicken","Sudden Death","0000-00-00",,
"Do You Piss in the Shower?","Sudden Death","0000-00-00",,
"Garfield","Nuclear Bubble Wrap","0000-00-00",,
"Halitosis","Sudden Death","0000-00-00",,
"Hip Hop Gangsta","Sudden Death","0000-00-00",,
"Hold On (To Your Lunch)","Sudden Death","0000-00-00",,
"I\'m Bored","Sudden Death","0000-00-00",,
"It Sucks To Be You","Sudden Death","0000-00-00",,
"Masturbate","Sudden Death","0000-00-00",,
"My Doctor\'s a Quack","Sudden Death","0000-00-00",,
"Necrophilia","Sudden Death","0000-00-00",,
"New Jersey Lifestyle","Sudden Death","0000-00-00",,
"PMS","Sudden Death","0000-00-00",,
"Pop Goes the Pimple","Sudden Death","0000-00-00",,
"Pop Goes the Pimple","Sudden Death","0000-00-00",,
"Praying to the Porcelain God","Sudden Death","0000-00-00",,
"Rabid Chipmunks","Sudden Death","0000-00-00",,
"Rhyme Master","Sudden Death","0000-00-00",,
"Road Ragin\'","Sudden Death","0000-00-00",,
"Superfriends","Sudden Death","0000-00-00",,
"The House Party Polka","Sudden Death","0000-00-00",,
"The Mouth (v. Extended Mix)","Sudden Death","0000-00-00",,
"The Psychic Enemies Network","Sudden Death","0000-00-00",,
"Rocket Jumper (TF2 Song)","Bonecage","0000-00-00",,
"The FuMP Vol. 41: September - October 2013","Various Artists","2013-11-15","FIDIM117","721405579693"
"Christmas With The FuMP","Various Artists","2013-12-13","FIDIM120","721405579709"
"Rudolph The Blood Soaked Reindeer","Phil Johnson and Roadside Attraction","0000-00-00",,
"Miley Christmas","Robert Lund","0000-00-00",,
"Autocomplete","Devo Spice","0000-00-00",,
"Fangirls Shake That Booty!","Scooter Picnic","0000-00-00",,
"House Party At Arkham Asylum","TV\'s Kyle","0000-00-00",,
"Keep Going (Stop!)","Bonecage","0000-00-00",,
"Laser Gun","TV\'s Kyle","0000-00-00",,
"Shut Up Ian!","Insane Ian","0000-00-00",,
"The Apparate! Suite","Lemon Demon","0000-00-00",,
"The Waiter Dropped the Plates","Power Salad","0000-00-00",,
"The Weed Fart Song!","Crush Groove","0000-00-00",,
"The FuMP 2013 USB Drive","Various Artists","2013-02-01","FIDIM121",
"The Only Straight Man In America Who Doesn\'t Watch the Super Bowl","Dan Hart","0000-00-00",,
"The FuMP Volume 42: November - December 2013","Various Artists","2014-01-15","FIDIM122","721405579716"
"Who Is The Doctor?","Devo Spice","0000-00-00",,
"I\'m Sorry","Insane Ian","0000-00-00",,
"Smart Mark","Positive Attitude","0000-00-00",,
"Fake Adult","the great Luke Ski","0000-00-00",,
"(They Don\'t Make) Airships (Like They Used To Anymore)","Confabulation of Gentry","0000-00-00",,
"Steve Ruins A Lovely Jason Mraz Song","Steve Goodie","0000-00-00",,
"I Am The Doctor (album)","Devo Spice","0000-00-00","FIDIM123","721405579723"
"Love Song (Huge Erection)","Bonecage","0000-00-00",,
"All About the Wookiee","Consortium of Genius","0000-00-00",,
"Heavy Metal Halloween Hero","Crush Groove","0000-00-00",,
"What Time Is It? (Adventure Time)","Nuclear Bubble Wrap","0000-00-00",,
"Getting Halloweven","Scooter Picnic","0000-00-00",,
"Miley the Sequel","Steve Goodie","0000-00-00",,
"Shutdown","Steve Goodie","0000-00-00",,
"That Doesn\'t Make Sense","Whitney Avalon","0000-00-00",,
"Water","Garden Fresh","0000-00-00",,
"Outside The Box","Steve Goodie","0000-00-00",,
"Merry Christmas (WWRJD)","Bonecage","0000-00-00",,
"Anal for Christmas","KILL THE BAND","0000-00-00",,
"Christopher Robin\'s Lament","Insane Ian","0000-00-00",,
"Everybody Loves Raymond","Lemon Demon","0000-00-00",,
"Future Fighterz","Positive Attitude","0000-00-00",,
"Here Comes My Baby","Phil Johnson and Roadside Attraction","0000-00-00",,
"Movie in a Movie (Love Theme from All Critics Must Die)","Tony Goldmark","0000-00-00",,
"Playing Zelda (Instead of Christmas)","TV\'s Kyle","0000-00-00",,
"So Many Fwends","Nuclear Bubble Wrap","0000-00-00",,
"Steve the Pirate (v. Live)","Steve Goodie","0000-00-00",,
"Stressin\' Out","Seamonkey","0000-00-00",,
"Strip Club Christmas","Mikey Mason","0000-00-00",,
"Super Monkey Ball","Insane Ian","0000-00-00",,
"What\'s in My Hotdog (v. Live)","Steve Goodie","0000-00-00",,
"Wizard Lyfe","TV\'s Kyle","0000-00-00",,
"Free Water","Redbox and the Chilipeppers","0000-00-00",,
"Tribbles","Debs & Errol","0000-00-00",,
"The FuMP Volume 43: January - February 2014","Various Artists","2014-03-15","FIDIM124","721405579730"
"Nine Words","Lauren Mayer","2014-04-18",,
"I Only Do my Taxes when I Drink","Bill Shipper","2014-04-15",,
"Dot-Matrix Printer","Steve Goodie","0000-00-00",,
"Worst Tribute Ever","the great Luke Ski","2013-06-21",,
"Across The Pond","Circus Box 21","0000-00-00",,
"Outtake Fun #10 - Message For Josh","Cirque du So What","0000-00-00",,
"Adventures in Space and Time","Devo Spice","0000-00-00",,
"Bad Wolf","Devo Spice","0000-00-00",,
"Carnival of Monsters","Devo Spice","0000-00-00",,
"Doctor in Distress","Devo Spice","0000-00-00",,
"Fandom Paradise","Devo Spice","0000-00-00",,
"Lost in Time","Devo Spice","0000-00-00",,
"Tardis Ride","Devo Spice","0000-00-00",,
"The Eye of Harmony","Devo Spice","0000-00-00",,
"The Regeneration","Devo Spice","0000-00-00",,
"Goldmark After Dark","Tony Goldmark","0000-00-00",,
"FuMPFest t-shirt","Various Artists","2014-05-27","FIDIM127",
"FuMP Drinking Thing","Various Artists","2014-05-27","FIDIM128",
"Banjo\'s Gonna F*** You Up","Nuclear Bubble Wrap","0000-00-00",,
"The FuMP Volume 44: March - April 2014","Various Artists","2014-05-15","FIDIM126","721405579747"
"Clean Break (v. Live)","Mikey Mason","0000-00-00",,
"Feeling Flush","Insane Ian","0000-00-00",,
"Fight the System","Dino-Mike","0000-00-00",,
"Grammys (This Is Gonna Be My Year)","Positive Attitude","0000-00-00",,
"If 50\'s the New 30","Drew Jacobs","0000-00-00",,
"It\'s F***ing Cold Outside","Fortress of Attitude","0000-00-00",,
"Jaws","Lemon Demon","0000-00-00",,
"No Mas Mermaids","Bonecage","0000-00-00",,
"Red Wedding","Beth Kinderman","0000-00-00",,
"That Brat Bieber","Steve Goodie","0000-00-00",,
"The Agenda","Nuclear Bubble Wrap","0000-00-00",,
"They Don\'t Make Airships (Like They Used to Anymore)","Confabulation of Gentry","0000-00-00",,
"What\'s It About? (It\'s About Love)","TV\'s Kyle","0000-00-00",,
"Forrest Does Jenny (feat. Ty Hager)","Steve Goodie","0000-00-00",,
"Drinking With Satan","Mikey Mason","0000-00-00",,
"Godzilla","Insane Ian","0000-00-00",,
"Bear Attack (Suspicious Minds)","Bonecage","0000-00-00",,
"Anthem for Xbox Live","Bonecage","0000-00-00",,
"Amazon Drone","Power Salad","0000-00-00",,
"Doctor of Gallifrey","Marc Gunn","0000-00-00",,
"Math Is Bulls**t","Worm Quartet","0000-00-00",,
"Angee of Death","Consortium of Genius","0000-00-00",,
"Super Happy FuMP Time Karaoke","Various Artists","2014-06-20","FIDIM132",
"The FuMP Volume 45: Juny - July 2014","Various Artists","2014-07-15","FIDIM129","721405579761"
"Almost Parent Time (feat. Wyngarde)","Carrie Dahlby","0000-00-00",,
"Batman: Arkham Origins","Insane Ian","0000-00-00",,
"Because of Bob","the great Luke Ski","0000-00-00",,
"I Can\'t Be Your Friend Anymore","Bonecage","0000-00-00",,
"Normal Norman","Bonecage","0000-00-00",,
"Psycho Delicacy","Nuclear Bubble Wrap","0000-00-00",,
"Restraining Order Love Song","Mikey Mason","0000-00-00",,
"Satan\'s Burlesque (feat. Insane Ian & Austin Aeschliman)","TV\'s Kyle","0000-00-00",,
"Selfdestruct","Nuclear Bubble Wrap","0000-00-00",,
"Theme from Officer Down","Tony Goldmark","0000-00-00",,
"There\'s an App for That","Drew Jacobs","0000-00-00",,
"Logan Awards DVD","Various Artists","2014-06-20","FIDIM131",
"Scoob","the great Luke Ski","0000-00-00",,
"Wiggling is a Luxury We Can\'t Afford","TV\'s Kyle","0000-00-00",,
"Hangry","Mikey Mason","0000-00-00",,
"The Best of Robert Lund","Robert Lund","0000-00-00",,
"The FuMP Volume 46: July - August 2014","Various Artists","2014-09-15","FIDIM135","721405579778"
"Cause It\'s French (alternate lyrics)","Tony Goldmark","0000-00-00",,
"Rhythms from the Crypt: The Best of Sudden Death Vol. 2","Sudden Death","0000-00-00",,
"Angry Nerds (feat. The Great Luke Ski)","Insane Ian","0000-00-00",,
"Don\'t Be a D*** (feat. Ashley Norton)","Steve Goodie","0000-00-00",,
"Everyone Else (v. Extra-Offensive Alternate Version)","Tony Goldmark","0000-00-00",,
"Godzilla (feat. Bonecage & Victor Acord)","Insane Ian","0000-00-00",,
"Grownups Get to Have Fun Too","Lauren Mayer","0000-00-00",,
"Last Day At Work","Mikey Mason","0000-00-00",,
"Scoob (feat. Carrie Dahlby)","the great Luke Ski","0000-00-00",,
"Wiggling Is a Luxury We Can\'t Afford (feat. Lindsay Smith)","TV\'s Kyle","0000-00-00",,
"Halloween with the FuMP","Various Artists","2014-10-14","FIDIM138","721405579785"
"Lookin\' Out My Back Door","Steve Goodie","0000-00-00",,
"October Night","Todd Chappelle","0000-00-00",,
"Fueled By Angst","Worm Quartet","0000-00-00",,
"Jesus Time","Bad Teenage Moustache","0000-00-00",,
"Night Mare","Nuclear Bubble Wrap","0000-00-00",,
"4th Grade Talent Show","the great Luke Ski","0000-00-00",,
"Sing All Funny  Jokes","Carrie Dahlby","0000-00-00",,
"The FuMP Volume 47: September - October 2014","Various Artists","2014-11-15","FIDIM139","737069886688"
"Orko, Slimer, Wicket, & Snarf","the great Luke Ski","0000-00-00",,
"Borderlands","Insane Ian","0000-00-00",,
"Enema Countdown","Bonecage","0000-00-00",,
"Industrial Evolution","Nuclear Bubble Wrap","0000-00-00",,
"Internet Famous (feat. Chris Ballew)","Insane Ian","0000-00-00",,
"Ivan Drago","Komrades Oppression Group","0000-00-00",,
"Neurotica","the great Luke Ski","0000-00-00",,
"Paywutchyalike (feat. The Great Luke Ski)","Devo Spice","0000-00-00",,
"Have Natural Es","The Boobles","0000-00-00",,
"Santa Goes Trick or Treating","Mikey Mason","0000-00-00",,
"Herp Derp Ya Don\'t Sterp","Devo Spice","2014-12-02","FIDIM140","737069886695"
"I Eat Prunes","Robert Lund","0000-00-00",,
"Carcassonne Tonight","Bonecage","0000-00-00",,
"Ground Control To Santa Claus","Joel Kopischke","0000-00-00",,
"War On Christmas Is Over","Steve Goodie","0000-00-00",,
"Why Did The Chicken Cross The Road","Steve Goodie","0000-00-00",,
"Almost a Band (Chocolate Makes Me Fat)","Steve Goodie","0000-00-00",,
"Der Fuehrer\'s Face","Kranken Welpen","0000-00-00",,
"Goldfish","Smashy Claw","0000-00-00",,
"Here Comes My Son","Steve Goodie","0000-00-00",,
"Manburger in Bearadise (feat. Bobby Brescia)","Carla Ulbrich","0000-00-00",,
"Math Is Bulls**t (feat. Insane Ian)","Worm Quartet","0000-00-00",,
"Rocket & Groot","Insane Ian","0000-00-00",,
"Settle","Mikey Mason","0000-00-00",,
"The Curse","Mikey Mason","0000-00-00",,
"Amazing Spider-Man 2","Insane Ian","0000-00-00",,
"Cause It\'s French (v. Alternate Version)","Tony Goldmark","0000-00-00",,
"D.R.A.M.","Bonecage","0000-00-00",,
"Hypotenuse","Nuclear Bubble Wrap","0000-00-00",,
"I Like Kyle","the great Luke Ski","0000-00-00",,
"If I Only Had a Horse","Sci-Fried","0000-00-00",,
"Orko Slimer Wicket & Snarf","the great Luke Ski","0000-00-00",,
"Raise the Game (feat. Worm Quartet)","Devo Spice","0000-00-00",,
"Reavers Malcolm Reavers","Marc Gunn","0000-00-00",,
"Sexy Silk","Nuclear Bubble Wrap","0000-00-00",,
"Super Dan","Phil Johnson and Roadside Attraction","0000-00-00",,
"Turn It Off","Insane Ian","0000-00-00",,
"I Am a Robot","Circuits or Gears","0000-00-00",,
"It\'s Your Birthday, Ain\'t It?","Mikey Mason","0000-00-00",,
"Groundhogcow","Devo Spice","2015-02-24",,
"Guess The Context #12","Cirque du So What","0000-00-00",,
"Guess The Context #13","Cirque du So What","0000-00-00",,
